"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"NHQ[240]",0.0350117519123867,0.0351918300450309,0.0103453855131745,0.0126143488767327,0.0551132312710949
"NHQ[241]",0.0331795152492225,0.0327257053368991,0.00872735134106946,0.0168716903725836,0.0511920653344099
"NHQ[242]",0.0281585289401805,0.0276941377753262,0.00738768148484049,0.0155189812853025,0.0444661845097994
"NHQ[243]",0.0277071003484936,0.02734054550801,0.00717027456342108,0.0142761641364214,0.0427611572953561
"NHQ[244]",0.0252284646575742,0.024823919691717,0.00651890317254078,0.0136321617537667,0.0390158864127388
"NHQ[245]",0.0202022698204831,0.0194838671598723,0.00631039906241896,0.00988309156613936,0.0347595021127909
"NHQ[246]",0.0204668510442428,0.019750935786801,0.00624631263784624,0.0102761819392977,0.0348721133713167
"NHQ[247]",0.0208590637075609,0.0200996768111686,0.00651354022515639,0.0102323560370142,0.0359721310196631
"NHQ[248]",0.0238068881884749,0.0228983801052923,0.00733931693372217,0.0117680343997101,0.0405096598828361
"NHQ[249]",0.0261142168652472,0.0253893869261825,0.00751560842308099,0.0133470529897169,0.0431002213860005
"NHQ[250]",0.0368077476869422,0.0360721592925686,0.00901251598037836,0.0213230313960995,0.0559820111871336
"NHQ[251]",0.0318194194122402,0.0308521977005288,0.00881645957365507,0.0173006815283257,0.0523716141177988
"NHQ[252]",0.0258204912935173,0.0249714415304255,0.00882100453319513,0.0113569095257086,0.0461463852679432
"NHQ[253]",0.0274371151623062,0.0268614826295948,0.00670329372344804,0.0159097859662239,0.0422172233104985
"NHQ[254]",0.0293766003664089,0.0284652516914326,0.00980232064487573,0.0132395996645143,0.051087349733484
"NHQ[255]",0.0298406819692731,0.0288749411457455,0.0103931829208517,0.0122543657346213,0.0530582678164496
"NHQ[256]",0.030926760251508,0.0307607374616724,0.0109278915237879,0.00882018016983767,0.053119181641024
"NHQ[257]",0.0252173834817973,0.0242672521049988,0.00895958850100943,0.0105256704187674,0.0456727931712133
"NHQ[258]",0.0344654928033505,0.0336999708977344,0.0101312908300294,0.0173318061986766,0.0563278330539121
"NHQ[259]",0.0287865629578622,0.0281428784159898,0.00853808418299329,0.0139195087881208,0.0473085837290379
"NHQ[260]",0.0269979294936229,0.0263594504365501,0.00800351433828405,0.0135669443538381,0.0444627563608915
